mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04226908683776855,0.042662040104525074,0.009865951538085938,0.009447226550672337,,{'classifier__max_depth': None},0.97225,0.97125,0.9735,0.97025,0.9725,0.97195,0.0011113055385446758,3,0.99825,0.9981875,0.9978125,0.9978125,0.9983125,0.998075,0.00021794494717704404
0.01346759796142578,0.007016138485235558,0.003344106674194336,0.004318270625240312,5,{'classifier__max_depth': 5},0.9815,0.98,0.98275,0.977,0.9805,0.9803499999999999,0.001920937271229871,2,0.9805,0.9808125,0.9801875,0.9814375,0.98075,0.9807375,0.0004134458852135157
0.019296646118164062,0.006356539844353896,0.0002882957458496094,0.0005765914916992188,10,{'classifier__max_depth': 10},0.98,0.98025,0.98425,0.977,0.98125,0.9805499999999998,0.0023313086453749456,1,0.9846875,0.9844375,0.983375,0.985375,0.9845,0.984475,0.0006429910574805887
