mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.40215201377868653,0.03200664643765877,0.02226595878601074,0.00627486242358031,50,{'classifier__n_estimators': 50},0.9795,0.9765,0.98275,0.97925,0.9795,0.9795,0.0019811612756158894,3,0.9981875,0.9981875,0.9978125,0.9976875,0.9980625,0.9979875,0.0002031009601159149
0.7357224464416504,0.02255301635244894,0.05593752861022949,0.008416326236461758,100,{'classifier__n_estimators': 100},0.97975,0.978,0.98325,0.98025,0.981,0.9804499999999999,0.0017131841699011723,2,0.99825,0.998125,0.9978125,0.9978125,0.9983125,0.9980625,0.00021286732957409243
1.5106571674346925,0.06781057401296463,0.10293159484863282,0.01426582338975917,200,{'classifier__n_estimators': 200},0.9805,0.97875,0.983,0.98,0.98125,0.9807,0.001408900280360527,1,0.99825,0.9981875,0.9978125,0.9978125,0.9983125,0.998075,0.00021794494717704404
