mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07870192527770996,0.1064722748995423,0.0008051395416259766,0.0009437261272517561,0.1,l2,"{'classifier__C': 0.1, 'classifier__penalty': 'l2'}",0.95875,0.9585,0.96,0.96025,0.9635,0.9602,0.0017846568297574823,3,0.9605,0.9616875,0.9594375,0.9594375,0.9589375,0.96,0.0009858372076565175
0.02012486457824707,0.006315301473793051,0.006224775314331054,0.006498349817877082,1,l2,"{'classifier__C': 1, 'classifier__penalty': 'l2'}",0.95975,0.9585,0.9605,0.9605,0.96475,0.9608000000000001,0.002105943968865263,2,0.9609375,0.9626875,0.9610625,0.9608125,0.96,0.9611000000000001,0.0008764274071479271
0.023088502883911132,0.007002033063623207,0.00021953582763671874,0.0004390716552734375,10,l2,"{'classifier__C': 10, 'classifier__penalty': 'l2'}",0.95975,0.9585,0.9605,0.96075,0.96475,0.96085,0.002101190138945064,1,0.9611875,0.9629375,0.961125,0.9608125,0.96025,0.9612624999999999,0.0009008676373363567
